,Q,A,labeling
7664, 응 다른학교 였는데 편입으로 하하, 아아 편입으로 가면 더 쉽게 들어 가?,0
7665, 응 편입 조건이 보기보다 까다롭더라, 와 더 어려운데,0
7666, 응 편입 조건이 보기보다 까다롭더라, 친구 진짜 공부 잘 하나 보네!,0
7667, 응 키키 1학년때부터 미리미리 맞춰왔대, 와 대박이다,0
7668, 응 키키 1학년때부터 미리미리 맞춰왔대, 나는 공부랑 거리가 멀어 ㅠㅠ,0
7669, 나는 그렇게 준비 못해ㅜㅜ, 맞아,0
7670, 나는 그렇게 준비 못해ㅜㅜ, 그렇게 공부만 하지는 못 할거 같아 키키,0
7671," 키키 후, 나도 서울대 친구 생기는건가", 오 좋겠다,0
7672," 키키 후, 나도 서울대 친구 생기는건가", 나도 서울대 친구 사귀고 싶어 키키,0
7673, 나 이번에 영화관 가서 영화 볼 거야, 영화관 안 간 지 오래 됐어?,0
7674, 영화관 안 간 지 너무 오래 돼서 아무거나 보려고 ㅠ, 아 지금 영화 상영 중인 거 뭐 있지 키키,0
7675, 아 그냥 그럼 집에서 볼까 ㅠ, 아니야 마음 먹은 김에 한번 나갔다 와 키키,0
7676," 후, 둘이 의견이 갈려서 키키", 키키 한번 나갔다 오면 좋잖아~ 날도 좋은데!,0
7677, 오 보스 베이비 나도 정말 좋아하는데, 아 보스 베이비 재밌어 키키,0
7678, 오 보스 베이비 나도 정말 좋아하는데, 그거 안 봤으면 그거 봐!,0
7679, 오 보스 베이비 나도 정말 좋아하는데, 3인가?,0
7680, 오 그거 봐야겠다, 음 2까지 나온 걸로 아는데 3가 있어?,0
7681, 오 그거 봐야겠다, 나도 그거 봐야겠네 키키,0
7682, 나 이번에 테니스 시작했어 하하, 오 대박 나도 테니스 배우고 싶었는데 ㅠㅠ,0
7683, 티비 보니까 너무 멋있더라고 하는 게, 맞아 테니스 그거 혼자 하는 것도 있던데!,0
7684, 응 맞아 일단 혼자 하는 걸로 하려고, 응 그거 공 돌아와서 혼자 운동 하더라 키키,0
7685, 응 안 그래도 그렇게 하려고!, 일단 체력 기르고 나서 사람들 하고 해 봐!,0
7686, 실력을 키우고 같이 해야겠다, 나도 혼자 치는 거 구입 해야겠다 키키,0
7687, 그래 다음에 운동하러 같이 가자, 다음에 테니스 동호회 같이 들어가자 키키,0
7688, 이번에 티비 새로 바꿨어 하하, 오 티비 몇 인치로 새로 들였어?,0
7689, 이번에 벽지를 바꿔서 티비도 바꿨지 72인치, 오 대박 엄청 큰 거 아니야?,0
7690, 키키 그렇다고 엄청 비싼건 아니야 ㅠㅠ, 그래도 되게 집 잘 꾸미고 지내는 거 같아 키키,0
7691, 응 하하 나 요즘 집 꾸미는데 재미들려서, 맞아 ㅠㅠ 집 한번 다시 놀러가야겠네 키키,0
7692, 어플이나 밖에서 주로 구매하지, 직접 가서 쇼핑하는 맛이 또 있지!,0
7693, 맞아 직접 눈으로 보고 사야해, 아 나도 아이쇼핑 한번 가야겠다 키키,0
7694, 요즘 진짜 결혼 시즌인거 같아, 어 맞아,0
7695, 요즘 진짜 결혼 시즌인거 같아, 애들 소세지 마냥 다 가더라,0
7696, 내 친구가 식장 예약하러 갔는데 없더래, 예약이 꽉 차서 자리가 하나도 없데?,0
7697, 응 벌써 내년까지 자리가 없대, 코시국이라 안할거 같은데 할 사람들은 다 하더라고!,0
7698, 키키 그러니까 나 빼고 다 하네~, 그러니까,0
7699, 키키 그러니까 나 빼고 다 하네~, 우리도 좋은 사람 만나서 결혼 하자 하하,0
7700, 나는 그냥 35살 전에만 했으면~, 나도 딱 35살 생각 했는데 키키,0
7701, 키키 30살도 요즘 너무 이르다ㅠ, 맞아,0
7702, 키키 30살도 요즘 너무 이르다ㅠ, 즐길거 다 즐기고 그러고 싶어!,0
7703, 나 이번에 차 샀다!, 오 대박 어떤 걸로 새로 뽑았어?,0
7704, 나 이번에 SUV로 뽑았지~, 와 부럽다 ㅠㅠ,0
7705, 나 이번에 SUV로 뽑았지~, 나도 큰 차 타고 싶어 ㅠㅠ,0
7706, 응 근데 아침에 너무 밀려 ㅠ, 아 교통이 혼잡 하긴 하겠다 ㅠㅠ,0
7707, 응 근데 아침에 너무 밀려 ㅠ, 그래도 놀러다닐 때 좋잖아,0
7708, 여행갈 땐 좋은데 출근길은 지옥이야 ㅠ, 맞아 출근은 어딜가든 지옥인 듯 ㅠ,0
7709, 맞아 BRT 때문에 더 막히는 거 같아, 그걸로 우리 차박 하러 한번 가자 키키,0
7710, 그래 나 휴무날 날잡고 가자 ㅠ, 내가 선물로 알전구 하나 사줄게,0
7711, 이번에 다들 마이네임 봤어?, 응 나 이번에 그거 정주행 함 키키,0
7712, 엄청 유명한가보네, 맞아 한소희 개 너무 이쁜거 같아 키키,0
7713, 엄청 유명한가보네, 그거 오겜 이겼대,0
7714, 쩐다 진짜 키키, 웅 지금 그게 1위라고 하더라고 키키,0
7715, 그러니까 사람들 우루루 잘 보는거같아, 이게 시즌제라 완결 나고 해서 훅훅 바뀌는 듯,0
7716, 그러게 얼마전까지만 해도 오징어게임이었는데, 맞아 근데 거기 박휘순님 연기 진짜 멋있더라 키키,0
7717," 맞아, 나 진짜 이번에 치였잖아,", 어 진짜 보고선 와 대박 이러면서 봤어 키키,0
7718, 나 이번에 경주 여행왔어!, 경주?,0
7719, 나 이번에 경주 여행왔어!, 어릴 때 수학여행 이후로 안가 본 듯,0
7720, 오 맞아 키키 핑크뮬리 보러 왔어, 아 거기에도 핑크 뮬리가 있어?,0
7721, 응 하하 저녁엔 한옥 호텔에서 잘거야, 대박 진짜 이쁘겠다 ㅠㅠ,0
7722, 응 하하 저녁엔 한옥 호텔에서 잘거야, 사진은 잘 찍었어?,0
7723, 응 사실 사진찍으러 왔지 키키, 키키 맞아,0
7724, 응 사실 사진찍으러 왔지 키키, 다 사진이지,0
7725, 응 사실 사진찍으러 왔지 키키, 한옥 호텔도 사진이잖아 키키,0
7726, 나도 친구들 많이 찍어줬거든 ㅠㅠ, 다같이 고생이야,0
7727, 나도 친구들 많이 찍어줬거든 ㅠㅠ, 인생사진 하나씩 건져야 되잖아 키키,0
7728, 맞아 내가 다음에 인생샷 찍어줄께~, 그래도 여행 너무 부럽다 ㅠㅠ,0
7729, 맞아 내가 다음에 인생샷 찍어줄께~, 나도 이쁜거 하나 건져 줘 키키,0
7730, 나 오늘 유부초밥 해 먹었어 하하, 오 너가 직접 해서 먹은 거야?,0
7731, 응 하하 직접 해서 먹었지, 대박 직접 해서 먹으면 더 맛있지?,0
7732, 대박 존맛, 와 김밥까지 완전 주부였네!,0
7733, 김밥도 진짜 맛있는데 ㅠㅠ 으악, 나는 김밥보다 유부초밥이 더 좋아 키키,0
7734, 맞아 키키 재료가 많이 필요해, 맞아 김밥은 해 먹기엔 재료비가 많이 들어가 ㅠㅠ,0
7735, 맞아 하하 소풍 때 맨날 먹었는데, 맞아 엄마가 싸준 김밥 엄청 맛있지 키키,0
7736, 나 이번에 마카롱 가게 알바 해 하하, 오 마카롱 만드는 거 어렵던데 ㅠㅠ,0
7737, 아니 마카롱을 진짜 많이 먹더라, 거기 마카롱 가게 장사 잘 되는 곳이야?,0
7738, 응 하하 인스타에서 유명한 곳이야, 나 마카롱 만들어봤는데 ㅠㅠ 그거 손 많이 가더라고 ㅠㅠ,0
7739," 남으면 좀 줄까 봐, 나도 좋아해,", 맞아 좀 넉넉한 데로 들어가지 그랬어 ㅠㅠ,0
7740, 아마 그럴 거 같아 키키 지금, 그래도 바빠서 시간은 엄청 잘 갈 거 같아 키키,0
7741, 응 다들 여기 가게 놀러 와 하하, 응 다음에 사 먹으러 가 봐야겠네 키키,0
7742, 나 이번에 코 필러 맞았어~, 오 대박 코 높아졌어?,0
7743, 나 진짜 살짝만 높였어, 근데 필러 맞으면 수술 못 하지 않아? ㅠㅠ,0
7744, 나 진짜 살짝만 높였어, 수술은 안 하려고?,0
7745, 수술은 시간이 너무 많이 들어가ㅠ, 어 맞아 ㅠㅠ,0
7746, 수술은 시간이 너무 많이 들어가ㅠ,2 ; 한 달은 집에 있어야 되잖아...,0
7747, 맞아 난 고생하고 싶진 않아, 근데 지금 마스크 쓰고 다녀서 지금 하기 딱 좋데 키키,0
7748, 그냥 수술할까?, 2주만 집에 있고 그 뒤엔 나가서 생활 가능!,0
7749," 알겠어, 그냥 알아보기만 할께,", 원래 사람은 욕심이 끝이 없다고...!,0
7750, 우리 이번에 남해 가는 거 알지?, 응 알지 알지 남해 가야지 키키,0
7751, 응 아니면 고속 버스?, 나 남해 여행 처음이라서 너무 설레 키키,0
7752, 남해는 처음 가봐서 계속 검색 중, 나도 뭐 있나 폭풍 검색 중 키키,0
7753, 응 카페에 앉아서 짜고 가자, 오 좋아 각자 원하는 거 하나씩 말하기 키키,0
7754, 응 그냥 틀만 대충 잡자, 크게 갈 곳 잡아두고 키키 나머진 자유롭게 놀자 하하,0
7755, 응 그럼 나도 하나 생각해 갈게, 웅 나도 검색해서 하나 찾아갈게 키키,0
7756, 응 그럼 나도 하나 생각해 갈게, 낼 봐,0
7757, 결혼하는데 보통 예물도 하나?, 요즘은 생략 하는 사람들도 많다고 하더라!,0
7758, 나는 그럼 시계 받을까?, 왜 너 시계 갖고 싶어?,0
7759, 응 나 이번에 결혼해, 몇월에 결혼 하기로 했어?,0
7760, 하하 이번년 12월에 하기로 했어, 뭐야 얼마 안 남았네 ㅠㅠ 빨리 준비 해야겠다,0
7761, 약간 미루려고 했는데 식장이 없어, 이것저것 알아 볼 것도 많을텐데 ㅠㅠ,0
7762, 응 다시 상의 해볼께, 좀 더 미뤄서 느긋하게 가 ㅠㅠ,0
7763, 나 이번에 느와르영화 빠졌어, 느와르영화는 유명한거 뭐 있어?,0
7764, 아니 이제 한번 찾아보려고 ..., 레옹?,0
7765, 아니 이제 한번 찾아보려고 ..., 그것도 느와르 영화로 봐야되는건가?,0
7766, 원래 찾아보면서 빠지는 거거든?, 난 정확하게 느와르가 뭔지 잘 모르겠어 ㅠㅠ,0
7767, 원래 찾아보면서 빠지는 거거든?, 어려워,0
7768, 나는 가벼운 영화가 좋더라..., 이것저것 다 경험하고 보면 좋지~,0
7769, 나는 가벼운 영화가 좋더라..., 보고싶은거 다 봐!,0
7770, 그거 약간 힐링물 아니야?, 아니 난 그거 본 적 없어 ㅠㅠ,0
7771," 오, 자기전에 그걸로 힐링해야지", 오 좋은데?,0
7772," 오, 자기전에 그걸로 힐링해야지", 나도 한번 봐야겠다 키키,0
7773, 너 이번에 협상 잘 했어?, 아 나 회사에서 협상 하기로 했던 거?,0
7774, 응 그거 연봉 협상이야?, 어어 그거 해야 되는데 ㅠㅠ 아직 말 못했어...,0
7775, 너가 할 말 똑 부러지게 해야지, 웅 근데 뭔가 이런 말 하기 좀 그래,0
7776, 아니 사장님 아직도 꼰대야?, 알아서 올려주고 말해주면 얼마나 좋아 키키,0
7777, 아니 사장님 아직도 꼰대야?, 완전 꼰대야 짠돌이,0
7778, 그냥 퇴사하고 이직 준비하자..., 어어 그래야겠어 ㅠㅠ,0
7779, 그냥 퇴사하고 이직 준비하자..., 이직 준비 할래 키키,0
7780, 맞아 이직 하면 다른 세상이야, 근데 더 안 좋은 회사 갈까 무섭다 ㅠㅠ,0
7781, 나 이번에 하이큐 봤는데 진짜 재밌어, 아 그거 나도 봐야하는데 ㅠㅠ,0
7782, 응 운동 관련한거 왜 이렇게 재미있냐, 너 혹시 테니스의 왕자 이런 것도 봤어?,0
7783, 몰라 나도 완전 처음들어, 테니스 치는 만환데 키키 이것도 엄청 인기 많았어,0
7784, 안그래도 옆에 관련으로 뜨더라고, 나 어릴 때 나왔던 만화 임 키키,0
7785, 오래돼도 재밌으면 다 된거야, 응 맞아 나 초등학생때? 중학생?,0
7786, 오래돼도 재밌으면 다 된거야, 그때 나왔던 만화 일거야 하하 아마도...!,0
7787, 너 믿고 하이큐 다음으로 볼께, 생각난 김에 나도 정주행 한번 해야겠어 ㅋ,0
7788, 나 이번에 논산 딸기축제 갈거야, 오 대박,0
7789, 나 이번에 논산 딸기축제 갈거야, 논산 놀러오게?,0
7790, 응 나 한번도 안가봐서!, 근데 논산 딸기축제 오면 키키 맨날 비와 ㅠㅠ,0
7791, 헐 비오면 딸기는 어떡해ㅠ, 여기 중학교때부터 딸기축제 하면 맨날 비오더라 키키,0
7792, 뭐지?, 딸기는 내가 따로 친구네꺼 보내줄게 ㅠㅠ,0
7793, 뭐지?, 그냥 놀러와 ㅠㅠ,0
7794, 내가 찾아봤는데 진짜 재밌겠더라, 이벤트는 없고 놀이기구 이런거 들어오더라고 키키,0
7795, 응 하하 나 내년에 갈거니까 같이가자, 웅 한번 놀러와,0
7796, 응 하하 나 내년에 갈거니까 같이가자, 다른데도 내가 좋은데 데리고 갈게 키키,0
7797, 나 한소희한테 푹 빠졌다..., 어 맞아 나도 너무 이뻐,0
7798, 아니 넷플 보는데 너무 이쁘고 멋있고..., 나 부부의 세계 나올 때부터 빠져버림 키키,0
7799, 부부의 세계 나도 봤잖아..., 그래서 한소희 나온다는 말 듣고 마이네임 본 거잖아 ㅠㅠ,0
7800, 부부의 세계 나도 봤잖아..., 진짜 혼자 다 해,0
7801, 응 마냥 무겁지는 않았어, 웅 이것도 시즌2 나오려나?,0
7802, 아마 시즌2 나오지 않을까?, 근데 끝날 때 너무 마지막처럼 끝나서 안 나올 거 같기도 하고...,0
7803, 살려내, 그러니까... 그 분도 불사신 한번 하자...,0
7804, 나 발 밟혀서 발톱 빠졌어, 헐 엄청 아프겠다 ㅠㅠ,0
7805, 나 발 밟혀서 발톱 빠졌어, 누가 밟았어!,0
7806, 지금 병원 왔어, 아 어머니... ㅠㅠ,0
7807, 지금 병원 왔어, 치료 잘 받고 와 ㅠㅠ,0
7808, 피가 너무 많이나서 바로 왔어ㅠ, 아 아프겠다 ㅠㅠ,0
7809, 피가 너무 많이나서 바로 왔어ㅠ, 택시 불러서 간거야?,0
7810, 응 발톱이 아예 들려서 아빠차타고, 그거 발톱 자랄 때까지 엄청 고생 하던데 ㅠㅠ,0
7811, 내 인생 최악의 경험이었어, 으 생각만 해도 내가 다 아프다 ㅠㅠ,0
7812, 안그래도 이제 좀 피해다녀야지, 일단 회복 잘 하고 있어 ㅠㅠ,0
7813, 다들 연모라고 드라마 알아?, 아니 연모 이번에 새로 시작 하는거야?,0
7814, 이번에 SBS에서 하는건데 재밌데, 아 진짜?,0
7815, 이번에 SBS에서 하는건데 재밌데, 거기엔 누구 나오는데?,0
7816, 가순데 연기 하더라, 아 그분 좀 잘 생김 키키 사극이야?,0
7817, 은근 오글거려, 키키 이름이 딱 사극 같았음 키키,0
7818, 키키 근데 사극물 잘 보면 재밌어, 그래도 그런 맛이 있어야 재밌어 키키,0
7819, 다음에 방송할 때 봐봐, 나는 완결 나면 한번에 몰아서 봐야지 하하,0
7820, 나 오늘 집가는길에 미끌어질뻔 했어ㅠㅠ, 헐랭 왜 어디 얼어 있었어?,0
7821, 아니 날이 좀 추워지니까 물이 얼었더라ㅠ, 아니 맨날 삐끗하면 발목 강화 시켜야 되는거 아니야?,0
7822, 그러게 나 발목 운동 좀 해야겠다ㅠ, 바닥을 보고 다니라고 할 수도 없고 ㅠㅠ,0
7823, 그러게 다음에는 바닥보고 다녀야겠다 키키, 맞아 겨울 되면 너 진짜 조심히 다녀 ㅠㅠ,0
7824, 맞아... 그래도 붕어빵 때문에 참는다, 이제 진짜 붕어빵 계절이 슬슬 다가 오는 듯 키키,0
7825, 나는 팥파라서 슈크림 안먹어, 나는 김치 붕어빵 있는 곳 찾아 갈래 하하,0
7826, 요즘 햄스터도 애완으로 키우나?, 웅 햄스터도 키우는 사람 은근 있더라!,0
7827, 나는 어릴 때 키웠는데 죽었어ㅠㅠ, 헐 ㅠㅠ,0
7828, 나는 어릴 때 키웠는데 죽었어ㅠㅠ, 그래도 그때 까지 잘 키웠나보네!,0
7829, 응 햄스터가 스트레스를 많이 받아서ㅠ, 맞아,0
7830, 응 햄스터가 스트레스를 많이 받아서ㅠ, 그리고 가끔 사라지면 못 찾는다고 그러더라,0
7831, 그때 어린마음에 너무 충격이었어, 맞아 어릴 때라 충격 엄청 컸을거 같아 ㅠㅠ,0
7832, 응 그이후로 햄스터는 못 키우겠더라, 웅 그래서 나도 애완동물 잘 못 키워 ㅠㅠ,0
7833, 또 나를 떠날까봐 못 키우겠어, 맞아,0
7834, 또 나를 떠날까봐 못 키우겠어, 한번 그러면 겁 부터 나더라고 ㅠㅠ,0
7835, 나 오늘 연어 사시미 시켜먹었어 하하, 헐 나도 연어 사시미 진짜 좋아하는데!,0
7836, 나 광어초밥도 같이 시켰잖아, 연어 초밥 이런것도 되게 좋아해 키키,0
7837, 나 광어초밥도 같이 시켰잖아, 연어 맛있어 키키,0
7838, 사실 연어초밥 먹고 싶었는데ㅠㅠ, 그러니까,0
7839, 사실 연어초밥 먹고 싶었는데ㅠㅠ, 우리도 같이 불러서 먹자 ㅠㅠ,0
7840, 응 두개 겹쳐서 느끼할까봐, 광어 초밥에 가끔 백김치 올려서 주는거 맛있더라 하하,0
7841, 맞아 아니면 초생강 같이 먹어, 맞아 연어만 있으면 느끼 할 수도 있어 키키,0
7842, 맞아 아니면 초생강 같이 먹어, 잘 시켰네!,0
7843, 나도 별로 안좋아하는데 입가심~, 나도 초생강 그건 잘 안 먹게 되더라 키키,0
7844, 내 사촌동생 벌써 군대갔대!, 사촌동생 지금 나이가 어떻게 되는데?,0
7845, 올해 20살인데 바로 군대 갔나봐, 와 대박,0
7846, 올해 20살인데 바로 군대 갔나봐, 요즘 군대 가는것도 어렵다고 하던데 키키,0
7847, 그러게 아니 진짜 능력도 좋아 키키, 그래도 일찍 다녀오는게 좋긴 하지 키키,0
7848, 응 그런 이유가 큰가봐~, 아 지금 군대 가는거 좋긴 하더라 키키,0
7849, 응 키키 그래도 고모가 걱정이 많아ㅠㅠ, 코로나 때문에 훈련도 많이 쉴거 같긴 함 키키,0
7850, 응 키키 그래도 고모가 걱정이 많아ㅠㅠ, 걱정 너무 하시지 말라고 해 ㅠㅠ,0
7851, 같이 가보려고!, 어어 가서 맛있는것도 잘 챙겨주고 키키,0
7852, 요즘도 군대 밥 부실해?, 요즘 군대 밥 잘 나오지 않아?,0
7853, 아 내 친구가 전화 와서 투정 하길래, 복에 겨워서 그런 거 아닐까... 키키,0
7854, 그러게 집 밥 생각하면 안되지, 지금 군대 밥 사진 보면 우리 집보다 잘 나오던데 키키,0
7855, 근데 걔는 왜 전화 와서 투정이야, 아니면 그 친구가 편식이 심한가?,0
7856, 응 거기 가서 식습관 좀 고쳐야겠어, 응 가서 편식 고치고 오라고 그래!,0
7857, 응 키키 나도 편식 심한데 키키, 키키 안돼,0
7858, 응 키키 나도 편식 심한데 키키, 편식 안 좋아,0
7859, 나 이번에 연봉협상 제대로 했어, 오 협상 달인이 나타난거야?,0
7860, 당연하지 내 장점을 엄청 말했지 키키, 그런거 협상 할때 보통 얼마나 올려?,0
7861, 그래도 5퍼센트에서 10퍼센트 정도?, 그래도 일 잘해서 그 정도 원래 해주려고 했을거 같아 키키,0
7862, 맞아 그래도 연봉에 뭐가 들어가는지 잘 봐야해, 그럼 상여 이런 것도 같이 올라가는 거지?,0
7863, 응 그렇지~ 다 같이 올라가지, 헐 연봉에 퇴직금은 대체 왜 포함 해?,0
7864, 진짜 계약서 잘 보고 들어가야해, 와 진짜 별로다 ㅠㅠ,0
7865, 진짜 계약서 잘 보고 들어가야해, 그런 거 잘 보고 써야겠네...,0
7866, 내 친구 도마뱀 키운데, 와 대박 도마뱀?,0
7867, 내 친구 도마뱀 키운데,2 ; 안 물어?,0
7868, ㅋ 그러니까 생각만 해도 무서워, 도마뱀이면 이구아나 그런 거 말 하는 거 맞지?,0
7869, 그러게 진짜 그런 강심장 처음 봐, 예전에 내 친구도 키웠는데 ㅠㅠ 무서워,0
7870," 몰라, 종류는 정확하게 몰라,", 그거 껍질 벗겨질 때가 있는데 그때 진짜 징그러워 ㅠㅠ,0
7871, 응 안그래도 보러 오라고 하더라고, 웅 근데 친구는 되게 귀여워 할 듯 하하,0
7872, 응 놀러갈 때 사진 찍어서 보내줄께, 웃긴 짤도 하나 찍어서 보내 줘 하하,0
7873, 나 비염 너무 심해서 수술하려고 ㅠ, 아 비염 ㅠㅠ,0
7874, 나 비염 너무 심해서 수술하려고 ㅠ, 그거 엄청 불편하다고 하더라 ㅠㅠ,0
7875, 응 ㅠ 진짜 못 살거같아 ㅠㅠ, 축농증?,0
7876, 응 ㅠ 진짜 못 살거같아 ㅠㅠ,2 ; 그거 수술 한다는 거 맞지?,0
7877, 아니 아예 비염 수술이 있어, 아 진짜?,0
7878, 아니 아예 비염 수술이 있어,2 ;  우리 아빠도 그거 추천 해줘야겠다 키키,0
7879,1 ; 많이 아파?, 그거 수술 하면 좋아져? 어때?,0
7880," 아, 그럼 고민 좀 되는데", 다시 돌아오면 수술 의미가 없는데 ㅠㅠ,0
7881, 응 가서 상담 받아봐야겠다, 가서 받고 견적 나오면 나도 알려 줘~,0
7882, 오늘 날이 좀 따뜻하네?, 어 오늘 날씨 다 풀린 거 같아 키키,0
7883, 응 그래서 방금 세탁기 돌렸어, 아 오늘 빨래 잘 마를 것 같아 키키,0
7884, 응 하하 그래서 바로 세탁기 작동 키키, 맞아 날씨 별로 일 때 하면 마르지도 않고 꿉꿉 해 ㅠㅠ,0
7885, 응 ㅠㅠ 그래서 여름 때 스트레스 받아, 헐 곧 비 소식 있어?,0
7886," 아, 오늘 돌리기 잘 했네", 아 싫다 ㅠㅠ,0
7887," 아, 오늘 돌리기 잘 했네", 난 비 오는 거 진짜 싫더라고...,0
7888, 응 맞아 미리 돌려놔, 키키 어 나도 오늘 세탁기 돌려야겠다 하하,0
7889, 와 그새 좀 추워졌네, 어 그러니까 지금 날씨 장난 아냐 ㅠㅠ,0
7890, 밖에 낙엽은 있던데 가을이냐 겨울이냐, 나 기모 맨투맨 입고 다닌 지 오래 된 듯 키키,0
7891, 키키 진짜 그것이 문제로다이다 키키, 이게 날씨가 애매해 겨울이 찾아 오는 거 같아 키키,0
7892, 응 벌써 국화빵 팔더라, 대박 나 계란빵 먹고 싶어 키키,0
7893, 맞아... 나도 빵순이라 다 좋아해 ㅠ, 웅 길에서 파는 거 다 맛있어 키키,0
7894, 다들 모여 사러 가게!, 좋아 다들 천 원씩 들고 나와 키키,0
7895, 내 남친 알고 보니까 해군 전역했대 키키, 와 대박 거기 바닷가라 그런가?,0
7896, 그래서 바다는 보기 싫대, 부산은 해군 많이 가?,0
7897, 아니 꼭 그런 건 아니야 하하, 우린 여기 훈련소 있어서 거기로 많이 가더라고 키키,0
7898, 남자친구는 악기 해서 군악대 들어갔대, 그래도 다 수영 잘 하고 그럴 거 같아 키키,0
7899, 남자친구는 악기 해서 군악대 들어갔대, 군악대 멋있다,0
7900, 응 나도 듣고 깜짝 놀랬다, 군악대 영상 보니까 엄청 멋있던데 키키,0
7901, 응 그래서 행사 때마다 불려갔대, 웅 그래서 바깥 공기 쐬는 게 어디야 ㅋ,0
7902, 나 똥집 튀김 시켰어 키키, 오 똥집 좋지 키키,0
7903, 나 똥집 튀김 시켰어 키키, 나도 그거 좋아해,0
7904, 키키 나 한손에 맥주 들고있다, 맞아 맥주 안주로 최고야 키키,0
7905, 요즘 핫한 곰표 맥주, 곰표 맥주 그거 맛있어?,0
7906, 아니 그냥 맥주맛인데... 헷, 엥 그거 품절 대란이야? 여기는 엄청 많이 보이던데,0
7907, 그럼 내가 좀 사다줄까?, 여기 시골이라 사람들이 카스만 찾아서 그런가봐...,0
7908, 응 지금 바로 사러가야겠네, 나도 내일은 곰표 맥주 한 개 사봐야겠다 키키,0
7909, 나 이번에 쇼핑몰에서 락토핏 샀어, 락토핏?,0
7910, 나 이번에 쇼핑몰에서 락토핏 샀어, 그거 다이어트 약 말하는건가?,0
7911, 아니 하하 유산균인데 몸에 좋은거야, 아 그 약병처럼 생긴 그거 말하는거 맞지?,0
7912, 앱으로 사니까 더 저렴하더라, 엄청 유행 하긴 했었는데 키키,0
7913, 앱으로 사니까 더 저렴하더라, 얼마나 할인 받았어?,0
7914, 나 거의 반값에 산거같아 하하, 헐 대박 지금 행사 하고 있나보네?,0
7915, 지금도 티비에서 하고있어! 봐봐, 내 친구도 그거 먹던데 알려줘야겠다 키키,0
7916, 응 하하 티비로 보고 앱으로 사!, 설명 듣고 결제는 앱으로 해버리기~,0
7917, 나도 내가 가구 만들어보고 싶어, 오 가구 만드는거?,0
7918, 나도 내가 가구 만들어보고 싶어, 관심 있어?,0
7919, 응 요즘 그런거 배워보고 싶어ㅠㅠ, 맞아 원데이 클래스 그런거 있을텐데 체험 한번 해봐!,0
7920, 응 안그래도 손장갑사서 가려고 하하, 응 요즘 가구 배우는거 사람들 많이 하더라!,0
7921, 이건 내 가구 만들러 가는거라 나 혼자!, 나도 체험 좋아 하는데 키키,0
7922, 이건 내 가구 만들러 가는거라 나 혼자!, 나랑도 같이 가자!,0
7923, 응 식탁 하나 만들면 집 분위기도 바뀔거같아, 맞아 그리고 직접 만든거면 의미 있잖아!,0
7924, 그럼 미리 식탁보 사야지 하하, 처음에 소소하게 만들고 점점 크게 넓혀가자 키키,0
7925, 나 이번에 패딩 마련했어, 역시 빨라 키키 뭐든 유행 선두주자야,0
7926, 응 이번에 한라산 가는데 눈 내렸더라고, 아 한라산?,0
7927, 응 이번에 한라산 가는데 눈 내렸더라고, 산 가려면 따숩게 입긴 해야지 ㅠㅠ,0
7928, 부산은 눈이 잘 안와서 눈 구경 해야해 하하, 아 맞아 부산은 눈 잘 안오긴 하더라 ㅠㅠ,0
7929, 응 근데 요즘 온난화 때문에 오기도 하더라, 아 거기도 좀 춥고 그래?,0
7930, 응 부산도 이제 진짜 추워, 아이고 패딩 사길 잘한 거 같네!,0
7931, 응 ㅠㅠ 눈만 왔으면 좋겠다, 다들 감기도 조심하고 ㅠㅠ 몸 챙기자!,0
7932, 나 서점에서 토익책 샀어 하하, 오 너 요즘 토익 공부 많이 한다?,0
7933, 응 이번엔 진짜로 할 거야, 어 이번에 끈기 있게 끝까지 잘 해봐!,0
7934," 저번엔, 다른 일이 많았어,", 저번에는 맛보기로 살짝 한 거 같은데 키키,0
7935, 응 당연하지 나의 목표다 키키, 키키 그럼 토익 공부 하는 건 안 어려워?,0
7936, 토익 공부 약간 패턴이 있어, 아 그것도 패턴이 있어?,0
7937, 문제 유형이 거의 비슷해 하하, 아아 그럼 잘 외워서 하면 되겠네!,0
7938, 나 이번에 무신사에서 오징어게임 츄리닝 삼~, 무신사에 오겜 츄리닝도 나왔어?,0
7939, 이거 이벤트로 추첨해서 당첨돼야해, 헐 나 커플템으로 입고 싶은데 ㅠㅠ,0
7940, 니 몫까지 내가 잘 입어줄께~, 이벤트 추첨은 지금 다 끝난거지?,0
7941, 니 몫까지 내가 잘 입어줄께~, 또 안한대? ...,0
7942, 응 따로 다른데서 하지는 않더라, 아 소식 빨리 알았으면 나도 신청 했을텐데 ㅠㅠ,0
7943, 다음에 이런 이벤트 알람 신청해놔, 듣다보면 무신사 거기가 좋은거 같아 키키,0
7944, 다른 앱에서 하는지 한번 볼까?, 웅 다른앱에서 하는거 발견하면 알려 줘 ㅠㅠ,0
7945, 아니 군데 PX가 그렇게 저렴해?, 어 맞아 거기 최고야 천국임,0
7946, 키키 아 나만 못 가본 거야?, 아직 안 가봤어?,0
7947, 키키 아 나만 못 가본 거야?,2 ;  빨리 가봐 진짜 좋아 키키,0
7948, 아니 내 동생도 안 사주던데 ㅠㅠ, 아니야 거기 면회 가면 갈 수 있어 ㅠㅠ,0
7949, 아 얘가 일부러 안사줬네... 진짜?, 오 그럼 나도 하나 사다 줘라 하하,0
